sim_to_OFF,sim_to_NOT,escaped
0.93826663,0.56275105,False
0.9283254,0.6218951,False
0.9638433,0.68416154,False
0.9838866,0.6163026,False
0.74173045,0.40949172,False
0.88904846,0.46976212,False
0.95673776,0.46037757,False
0.8405777,0.6151709,False
0.97891545,0.40514672,False
0.9772948,0.5193908,False
0.9953159,0.46787846,False
0.966084,0.42258322,False
0.99786043,0.6218518,False
0.9973014,0.8761639,False
0.9956028,0.79926646,False
0.92104745,0.44661227,False
0.9971082,0.5158903,False
0.8542719,0.62434953,False
0.98399335,0.7417688,False
0.84820926,0.64081746,False
0.97200847,0.6211909,False
0.9133173,0.5669047,False
0.9999606,0.6130458,False
0.9787632,0.60581577,False
0.8658887,0.43394926,False
0.82267016,0.60567737,False
0.977528,0.5491709,False
0.7349637,0.5863196,False
0.9968879,0.5802559,False
0.9365039,0.61071897,False
0.88870513,0.4996835,False
0.99750954,0.5537297,False
0.99954975,0.59326994,False
0.9896172,0.43620303,False
0.962278,0.5316064,False
0.9984653,0.6753882,False
0.99972045,0.5837076,False
0.9214771,0.41817498,False
0.938535,0.49274004,False
0.958243,0.33008868,False
0.9993515,0.704265,False
0.9987045,0.46399784,False
0.9944329,0.6250979,False
0.87798566,0.50268865,False
0.99948996,0.5521076,False
0.98698103,0.54286635,False
0.89393723,0.51546913,False
0.87603426,0.56229854,False
0.9994196,0.36056194,False
0.99293447,0.5918495,False
0.9993373,0.4814703,False
0.99321365,0.67332304,False
0.8234683,0.54938996,False
0.81096035,0.43664223,False
0.98648405,0.63624895,False
0.9987196,0.64583147,False
0.96452117,0.6369674,False
0.9856014,0.45935455,False
0.9998547,0.42875233,False
0.99308556,0.7610865,False
0.9286777,0.44816145,False
0.94256234,0.5267118,False
0.9499514,0.55919755,False
0.98957074,0.50781703,False
0.9135153,0.66072047,False
0.9993928,0.8758545,False
0.9459755,0.6478192,False
0.97825,0.5621295,False
0.9998538,0.47125477,False
0.9726864,0.6286503,False
0.95961034,0.5836241,False
0.99769926,0.43594146,False
0.8847523,0.5194738,False
0.99788904,0.6738031,False
0.9250282,0.58615404,False
0.88331807,0.56103635,False
0.95015824,0.73897684,False
0.93268085,0.52786684,False
0.95089483,0.6273151,False
0.84372437,0.6070387,False
0.98103106,0.48568043,False
0.9843819,0.7410406,False
0.8158121,0.69089645,False
0.99395275,0.7737981,False
0.9992498,0.3713647,False
0.9950509,0.54167163,False
0.9218619,0.40452045,False
0.9366154,0.40064567,False
0.9823073,0.6128802,False
0.9304939,0.5984708,False
0.98128784,0.43499893,False
0.99724543,0.40869802,False
0.9986106,0.6793059,False
0.9793192,0.4548774,False
0.7617042,0.5373666,False
0.867221,0.59966683,False
0.9202014,0.6727561,False
0.94897956,0.7570589,False
0.9665598,0.41245067,False
0.9057014,0.37959313,False
0.99561226,0.62551194,False
0.99010736,0.4943662,False
0.9589471,0.6198575,False
0.9987797,0.47461042,False
0.99637425,0.47376406,False
0.8106706,0.46859878,False
0.90073776,0.7247745,False
0.90522075,0.54968506,False
0.8903866,0.6237337,False
0.87466186,0.6458889,False
0.8625107,0.5647098,False
0.8332412,0.526814,False
0.99696016,0.57242703,False
0.9928612,0.6812099,False
0.8585726,0.48114964,False
0.78754044,0.5754104,False
0.994098,0.5408593,False
0.9644623,0.5558531,False
0.73799604,0.3831834,False
0.81656367,0.45952204,False
0.88297,0.5612452,False
0.94330084,0.44370192,False
0.9134648,0.56973195,False
0.9887406,0.5636705,False
0.99479085,0.5496057,False
0.78019315,0.55496,False
0.96075994,0.3844396,False
0.99948347,0.44393688,False
0.9457915,0.6078452,False
0.9879762,0.5287409,False
0.839955,0.369986,False
0.9950616,0.4059735,False
0.9862962,0.5924685,False
0.9901414,0.547797,False
0.9233513,0.5736666,False
0.99911886,0.5270964,False
0.7794359,0.480086,False
0.9734005,0.52986825,False
0.82225704,0.5748119,False
0.9984863,0.63057,False
0.7770741,0.58196765,False
0.99168825,0.58589804,False
0.8742405,0.47573024,False
0.9391898,0.5335432,False
0.99277645,0.44109213,False
0.8411623,0.6301271,False
0.9404391,0.38395154,False
0.9935284,0.6556161,False
0.925999,0.46553522,False
0.9775481,0.56278265,False
0.9744922,0.52234954,False
0.99918544,0.77622056,False
0.9984671,0.49593037,False
0.903705,0.57217634,False
0.9965559,0.62361336,False
0.97904164,0.72359675,False
0.9797571,0.5391022,False
